pid,year,yearly_total,cumulative_amount
415,2006,7316.0,20946.0
415,2007,17000.0,37946.0
415,2008,10000.0,47946.0
416,2003,350.0,350.0
417,2003,4000.0,4000.0
418,2004,5000.0,5000.0
418,2005,240000.0,245000.0
418,2006,7360.0,252360.0
418,2008,9956.0,262316.0
418,2010,16560.0,278876.0
418,2013,5594.0,284470.0
418,2017,5142.0,289612.0
418,2018,2522.0,292134.0
419,2004,5600.0,5600.0
419,2005,6538.0,12138.0
419,2006,6500.0,18638.0
419,2007,7000.0,25638.0
419,2008,12888.0,38526.0
419,2009,9000.0,47526.0
419,2010,10400.0,57926.0
419,2011,17300.0,75226.0
419,2012,7680.0,82906.0
419,2013,4060.0,86966.0
419,2014,2940.0,89906.0
419,2015,2900.0,92806.0
419,2016,6092.0,98898.0
419,2018,16216.0,115114.0
419,2019,7665.0,122779.0
420,2004,84000.0,84000.0
421,2001,7900.0,7900.0
421,2003,5140.0,13040.0
421,2004,7137.0,20177.0
421,2005,11198.0,31375.0
421,2006,5915.0,37290.0
421,2007,5685.0,42975.0
422,2000,5030.0,5030.0
422,2001,5778.0,10808.0
422,2002,3267.0,14075.0
422,2006,9476.0,23551.0
422,2007,10150.0,33701.0
422,2008,19000.0,52701.0
422,2009,9548.0,62249.0
422,2010,6555.0,68804.0
422,2011,4880.0,73684.0
422,2012,7100.0,80784.0
422,2020,6067.0,86851.0
423,2003,2086.0,2086.0
423,2004,540.0,2626.0
423,2005,4400.0,7026.0
423,2006,1850.0,8876.0
424,2003,4000.0,4000.0
424,2004,0.0,4000.0
426,2003,1800.0,1800.0
428,2001,750.0,750.0
429,2007,63000.0,63000.0
430,2003,5000.0,5000.0
435,2002,2500.0,2500.0
435,2003,2500.0,5000.0
437,2003,2000.0,2000.0
439,2003,2500.0,2500.0
439,2004,6900.0,9400.0
439,2006,6888.0,16288.0
440,2003,1400.0,1400.0
443,2002,4000.0,4000.0
443,2003,4000.0,8000.0
443,2005,6000.0,14000.0
443,2006,4000.0,18000.0
443,2008,4000.0,22000.0
443,2009,4500.0,26500.0
443,2010,600.0,27100.0
443,2011,8988.0,36088.0
444,2002,940.0,940.0
448,2006,2000.0,2000.0
450,2003,1200.0,1200.0
451,2004,4400.0,4400.0
451,2005,5000.0,9400.0
452,2004,5300.0,5300.0
452,2005,6298.0,11598.0
452,2006,9908.0,21506.0
452,2007,11658.0,33164.0
452,2008,100100.0,133264.0
453,2004,6500.0,6500.0
453,2010,7000.0,13500.0
455,2004,4000.0,4000.0
458,2003,980.0,980.0
458,2005,3167.0,4147.0
458,2006,3845.0,7992.0
458,2007,10240.0,18232.0
458,2008,5668.0,23900.0
458,2009,9095.0,32995.0
458,2010,11265.0,44260.0
458,2011,10027.0,54287.0
458,2012,3144.0,57431.0
458,2013,12101.0,69532.0
458,2014,9232.0,78764.0
458,2015,10060.0,88824.0
458,2016,11003.0,99827.0
458,2017,19409.0,119236.0
458,2018,15636.0,134872.0
458,2019,30418.0,165290.0
458,2020,32827.0,198117.0
458,2021,27588.0,225705.0
458,2022,42685.0,268390.0
458,2023,72363.0,340753.0
458,2024,14648.0,355401.0
461,2005,1000.0,1000.0
461,2006,97300.0,98300.0
461,2007,134600.0,232900.0
461,2008,4480.0,237380.0
461,2009,4075.0,241455.0
461,2010,4510.0,245965.0
463,2005,1455.0,1455.0
463,2007,50000.0,51455.0
464,2004,1900.0,1900.0
464,2006,5000.0,6900.0
465,2004,600.0,600.0
465,2006,1200.0,1800.0
465,2008,850.0,2650.0
465,2010,1800.0,4450.0
465,2011,1115.0,5565.0
465,2012,2200.0,7765.0
466,2004,2300.0,2300.0
472,2003,2500.0,2500.0
472,2005,37500.0,40000.0
472,2006,2500.0,42500.0
472,2007,2500.0,45000.0
472,2008,550.0,45550.0
473,2004,2288.0,2288.0
473,2005,2986.0,5274.0
474,2006,0.0,0.0
476,2004,750.0,750.0
477,2003,4667.0,4667.0
477,2004,4667.0,9334.0
479,2004,2000.0,2000.0
481,2004,5000.0,5000.0
481,2005,10000.0,15000.0
481,2006,5000.0,20000.0
481,2007,12278.0,32278.0
482,2004,2000.0,2000.0
482,2005,13080.0,15080.0
482,2007,3000.0,18080.0
483,2004,0.0,0.0
484,2003,2620.0,2620.0
484,2005,3000.0,5620.0
485,2003,12928.0,12928.0
485,2004,11263.0,24191.0
485,2005,6070.0,30261.0
485,2006,13615.0,43876.0
485,2007,14501.0,58377.0
485,2008,6285.0,64662.0
486,2005,2500.0,2500.0
486,2009,5000.0,7500.0
486,2010,7000.0,14500.0
486,2012,5000.0,19500.0
486,2013,4003.0,23503.0
489,2003,3595.0,3595.0
490,2004,17000.0,17000.0
490,2005,17650.0,34650.0
490,2007,8222.0,42872.0
490,2008,8000.0,50872.0
490,2009,8333.0,59205.0
490,2010,10000.0,69205.0
490,2011,10400.0,79605.0
491,2004,1.0,1.0
492,2004,8500.0,8500.0
494,2004,177892.0,177892.0
494,2005,176470.0,354362.0
494,2006,1224.0,355586.0
494,2007,2000.0,357586.0
494,2008,6678.0,364264.0
494,2011,8251.0,372515.0
494,2013,4154.0,376669.0
494,2014,5200.0,381869.0
495,2004,1000.0,1000.0
495,2005,500.0,1500.0
496,2004,500.0,500.0
497,2004,3276.0,3276.0
497,2005,8090.0,11366.0
497,2006,11251.0,22617.0
497,2008,10693.0,33310.0
499,2004,3273.0,3273.0
499,2005,1650.0,4923.0
499,2006,1950.0,6873.0
499,2009,5635.0,12508.0
500,2006,193759.0,193759.0
500,2007,253081.0,446840.0
500,2008,96743.0,543583.0
500,2010,358300.0,901883.0
500,2011,185000.0,1086883.0
501,2008,2200.0,2200.0
502,2006,11850.0,11850.0
502,2007,8275.0,20125.0
502,2008,10380.0,30505.0
502,2009,5444.0,35949.0
502,2010,7407.0,43356.0
502,2011,6040.0,49396.0
503,2004,3500.0,3500.0
503,2005,4000.0,7500.0
504,2004,0.0,0.0
504,2005,50000.0,50000.0
505,2004,95000.0,95000.0
505,2005,178360.0,273360.0
505,2008,13300.0,286660.0
505,2010,10000.0,296660.0
505,2013,1883.0,298543.0
505,2015,4711.0,303254.0
505,2017,31736.0,334990.0
505,2018,24487.0,359477.0
505,2019,467834.0,827311.0
505,2020,49473.0,876784.0
505,2021,580844.0,1457628.0
505,2022,15841.0,1473469.0
505,2023,14434.0,1487903.0
505,2024,2318.0,1490221.0
506,2004,2750.0,2750.0
506,2006,1000.0,3750.0
508,2004,5435.0,5435.0
510,2005,4000.0,4000.0
510,2006,4000.0,8000.0
510,2007,11597.0,19597.0
510,2008,12631.0,32228.0
510,2009,4700.0,36928.0
510,2010,10900.0,47828.0
510,2011,11134.0,58962.0
510,2012,2000.0,60962.0
510,2013,34135.0,95097.0
510,2014,29451.0,124548.0
510,2015,123231.0,247779.0
510,2016,24524.0,272303.0
510,2017,5469.0,277772.0
511,2004,870.0,870.0
512,2004,0.0,0.0
512,2006,2135.0,2135.0
517,2004,5500.0,5500.0
517,2005,3700.0,9200.0
520,2004,1320.0,1320.0
521,2004,3000.0,3000.0
521,2007,4000.0,7000.0
521,2008,10500.0,17500.0
524,2004,370.0,370.0
525,2004,300000.0,300000.0
527,2004,3300.0,3300.0
527,2010,4500.0,7800.0
529,2003,1477.0,1477.0
529,2004,1600.0,3077.0
529,2005,2800.0,5877.0
529,2007,426.0,6303.0
529,2008,3000.0,9303.0
529,2010,3155.0,12458.0
530,2005,5000.0,5000.0
532,2005,3000.0,3000.0
532,2006,6834.0,9834.0
532,2007,1500.0,11334.0
533,2004,4000.0,4000.0
533,2005,4400.0,8400.0
533,2006,8400.0,16800.0
533,2007,3600.0,20400.0
535,2005,1200.0,1200.0
537,2004,4000.0,4000.0
549,2005,27000.0,27000.0
553,2005,14400.0,14400.0
554,2005,3001.0,3001.0
555,2005,2500.0,2500.0
555,2006,8442.0,10942.0
555,2007,17663.0,28605.0
555,2008,25818.0,54423.0
555,2009,20697.0,75120.0
555,2010,4504.0,79624.0
555,2011,12000.0,91624.0
555,2013,16571.0,108195.0
555,2014,15810.0,124005.0
555,2015,1801107.0,1925112.0
555,2016,1824444.0,3749556.0
555,2017,3860597.0,7610153.0
555,2018,10250.0,7620403.0
555,2019,11005190.0,18625593.0
555,2020,2255337.0,20880930.0
555,2021,68296.0,20949226.0
555,2022,86873.0,21036099.0
555,2023,634174.0,21670273.0
555,2024,27058.0,21697331.0
558,2005,7212.0,7212.0
558,2006,9692.0,16904.0
558,2007,1048.0,17952.0
561,2004,1750.0,1750.0
562,2005,7000.0,7000.0
562,2006,14000.0,21000.0
562,2007,3850.0,24850.0
562,2008,9130.0,33980.0
562,2010,2002.0,35982.0
563,2005,3835.0,3835.0
564,2005,13640.0,13640.0
565,2005,1000.0,1000.0
567,2005,5000.0,5000.0
568,2004,2425.0,2425.0
568,2006,4164.0,6589.0
569,2004,3700.0,3700.0
572,2004,15553.0,15553.0
572,2006,1325.0,16878.0
572,2007,4664.0,21542.0
572,2008,11255.0,32797.0
572,2009,74640.0,107437.0
572,2010,8645.0,116082.0
573,2004,4500.0,4500.0
573,2005,4410.0,8910.0
573,2007,2200.0,11110.0
573,2008,7803.0,18913.0
573,2009,7644.0,26557.0
574,2004,9000.0,9000.0
574,2005,9750.0,18750.0
574,2006,7000.0,25750.0
574,2007,15000.0,40750.0
574,2008,15316.0,56066.0
574,2009,18025.0,74091.0
574,2010,14825.0,88916.0
574,2011,14150.0,103066.0
574,2013,47240.0,150306.0
574,2014,21377.0,171683.0
574,2015,16661.0,188344.0
574,2016,58590.0,246934.0
574,2017,70553.0,317487.0
574,2018,13466.0,330953.0
574,2019,21941.0,352894.0
574,2020,26207.0,379101.0
574,2021,21293.0,400394.0
574,2022,19666.0,420060.0
574,2023,20396.0,440456.0
575,2003,1500.0,1500.0
575,2004,3000.0,4500.0
575,2005,3000.0,7500.0
575,2006,3000.0,10500.0
577,2005,5800.0,5800.0
578,2004,2500.0,2500.0
578,2005,8300.0,10800.0
578,2006,2500.0,13300.0
578,2007,7997.0,21297.0
578,2008,14392.0,35689.0
578,2009,17550.0,53239.0
578,2010,29739.0,82978.0
578,2011,18022.0,101000.0
578,2012,14545.0,115545.0
578,2013,15011.0,130556.0
578,2014,16039.0,146595.0
578,2015,9004.0,155599.0
578,2016,27751.0,183350.0
578,2017,26835.0,210185.0
578,2018,13020.0,223205.0
578,2019,13400.0,236605.0
578,2020,7682.0,244287.0
578,2021,4052.0,248339.0
578,2022,29695.0,278034.0
579,2004,1500.0,1500.0
579,2005,3700.0,5200.0
579,2006,2700.0,7900.0
579,2007,10642.0,18542.0
579,2009,4710.0,23252.0
579,2010,5135.0,28387.0
579,2011,4309.0,32696.0
579,2013,2000.0,34696.0
579,2015,4788.0,39484.0
579,2016,4542.0,44026.0
579,2017,7508.0,51534.0
579,2018,4256.0,55790.0
579,2019,2810.0,58600.0
579,2020,5498.0,64098.0
579,2021,27350.0,91448.0
579,2022,5431.0,96879.0
579,2023,5140.0,102019.0
579,2024,2557.0,104576.0
582,2005,5600.0,5600.0
582,2006,6400.0,12000.0
582,2007,7607.0,19607.0
582,2008,14997.0,34604.0
582,2009,14581.0,49185.0
582,2010,10000.0,59185.0
583,2005,10000.0,10000.0
583,2007,4000.0,14000.0
583,2008,8205.0,22205.0
583,2009,8360.0,30565.0
583,2010,4580.0,35145.0
584,2005,2000.0,2000.0
585,2004,42000.0,42000.0
585,2005,34717.0,76717.0
585,2006,11200.0,87917.0
585,2007,112400.0,200317.0
585,2008,264000.0,464317.0
585,2009,143500.0,607817.0
586,2005,1000.0,1000.0
587,2005,7400.0,7400.0
587,2007,30600.0,38000.0
587,2008,85386.0,123386.0
587,2009,27185.0,150571.0
587,2010,55600.0,206171.0
587,2011,84250.0,290421.0
587,2012,50425.0,340846.0
587,2013,21804.0,362650.0
587,2014,24024.0,386674.0
587,2015,24389.0,411063.0
587,2016,34395.0,445458.0
587,2017,82849.0,528307.0
587,2018,15422.0,543729.0
587,2019,41201.0,584930.0
587,2020,37202.0,622132.0
587,2021,47333.0,669465.0
587,2022,36533.0,705998.0
587,2023,35210.0,741208.0
587,2024,1293.0,742501.0
589,2004,2000.0,2000.0
589,2005,2000.0,4000.0
590,2005,7747.0,7747.0
590,2006,18082.0,25829.0
590,2007,70677.0,96506.0
590,2008,15933.0,112439.0
590,2009,73727.0,186166.0
590,2010,82000.0,268166.0
590,2011,1200.0,269366.0
590,2012,41083.0,310449.0
590,2013,77518.0,387967.0
590,2014,88301.0,476268.0
590,2015,76463.0,552731.0
590,2016,113385.0,666116.0
590,2017,78865.0,744981.0
590,2018,56313.0,801294.0
590,2019,24565.0,825859.0
590,2020,59759.0,885618.0
590,2021,33240.0,918858.0
590,2022,86609.0,1005467.0
590,2023,69304.0,1074771.0
591,2004,667.0,667.0
591,2005,2000.0,2667.0
591,2006,7000.0,9667.0
591,2007,5900.0,15567.0
592,2005,4800.0,4800.0
592,2006,10150.0,14950.0
592,2007,12348.0,27298.0
592,2008,15081.0,42379.0
592,2009,18509.0,60888.0
592,2010,6786.0,67674.0
592,2011,19725.0,87399.0
592,2012,11132.0,98531.0
592,2013,11371.0,109902.0
592,2014,13669.0,123571.0
592,2015,13751.0,137322.0
592,2016,19204.0,156526.0
592,2017,22238.0,178764.0
592,2018,21562.0,200326.0
592,2019,26593.0,226919.0
592,2020,6303.0,233222.0
592,2021,16095.0,249317.0
592,2022,7405.0,256722.0
592,2023,7723.0,264445.0
592,2024,7606.0,272051.0
594,2005,3000.0,3000.0
595,2007,6077.0,6077.0
596,2003,6000.0,6000.0
596,2005,1700.0,7700.0
599,2005,9600.0,9600.0
600,2004,2200.0,2200.0
600,2006,3310.0,5510.0
600,2008,5853.0,11363.0
600,2009,8343.0,19706.0
600,2010,4280.0,23986.0
600,2012,7820.0,31806.0
600,2015,32141.0,63947.0
600,2016,19398.0,83345.0
600,2017,19455.0,102800.0
600,2019,21289.0,124089.0
600,2020,16328.0,140417.0
600,2021,11602.0,152019.0
600,2022,11224.0,163243.0
601,2004,4100.0,4100.0
601,2005,4300.0,8400.0
601,2006,4200.0,12600.0
601,2007,4400.0,17000.0
601,2008,5750.0,22750.0
601,2009,4900.0,27650.0
601,2010,5555.0,33205.0
601,2011,6050.0,39255.0
601,2012,5425.0,44680.0
601,2013,5495.0,50175.0
601,2014,5540.0,55715.0
601,2015,5697.0,61412.0
601,2016,5752.0,67164.0
601,2017,6663.0,73827.0
601,2018,7279.0,81106.0
601,2020,3949.0,85055.0
602,2005,7560.0,7560.0
602,2006,1431.0,8991.0
602,2007,3600.0,12591.0
602,2008,31850.0,44441.0
602,2009,30545.0,74986.0
602,2010,47383.0,122369.0
602,2011,14111.0,136480.0
602,2012,11202.0,147682.0
602,2013,28177.0,175859.0
602,2014,20379.0,196238.0
602,2015,1858167.0,2054405.0
603,2005,6132.0,6132.0
603,2006,5000.0,11132.0
603,2007,19270.0,30402.0
603,2008,37048.0,67450.0
603,2009,70481.0,137931.0
603,2010,40831.0,178762.0
603,2011,20443.0,199205.0
603,2012,21524.0,220729.0
603,2013,11861.0,232590.0
603,2014,9681.0,242271.0
603,2015,17618.0,259889.0
603,2016,7631.0,267520.0
603,2017,27655.0,295175.0
603,2018,19838.0,315013.0
603,2019,11817.0,326830.0
603,2020,15258.0,342088.0
603,2021,17770.0,359858.0
604,2005,1400.0,1400.0
604,2006,4283.0,5683.0
606,2005,1025.0,1025.0
607,2005,1165.0,1165.0
610,2005,6130.0,6130.0
611,2005,3000.0,3000.0
611,2006,3240.0,6240.0
611,2008,8285.0,14525.0
611,2010,7965.0,22490.0
611,2012,3600.0,26090.0
611,2013,4478.0,30568.0
611,2014,5925.0,36493.0
611,2016,10950.0,47443.0
611,2017,5643.0,53086.0
611,2018,5029.0,58115.0
611,2019,4663.0,62778.0
611,2020,5315.0,68093.0
611,2021,5770.0,73863.0
611,2022,5451.0,79314.0
611,2023,5581.0,84895.0
613,2006,1174.0,1174.0
614,2006,1470.0,1470.0
614,2007,3269.0,4739.0
614,2008,8812.0,13551.0
614,2009,3104.0,16655.0
614,2010,12616.0,29271.0
614,2011,8302.0,37573.0
614,2012,8027.0,45600.0
614,2013,8200.0,53800.0
615,2005,5760.0,5760.0
615,2006,5610.0,11370.0
615,2007,6250.0,17620.0
616,2005,120000.0,120000.0
616,2006,85000.0,205000.0
616,2007,16845.0,221845.0
616,2009,11900.0,233745.0
616,2010,16850.0,250595.0
616,2011,10705.0,261300.0
616,2012,11486.0,272786.0
617,2004,10000.0,10000.0
618,2004,15000.0,15000.0
619,2001,1200.0,1200.0
619,2002,1200.0,2400.0
619,2005,3000.0,5400.0
619,2006,3000.0,8400.0
619,2007,3600.0,12000.0
619,2008,4200.0,16200.0
619,2009,4620.0,20820.0
619,2010,5082.0,25902.0
619,2012,5600.0,31502.0
619,2013,12872.0,44374.0
619,2014,6649.0,51023.0
619,2015,6144.0,57167.0
619,2016,5528.0,62695.0
619,2017,6240.0,68935.0
619,2019,10003.0,78938.0
619,2020,5426.0,84364.0
619,2021,5781.0,90145.0
619,2022,5749.0,95894.0
619,2023,6043.0,101937.0
620,2005,5000.0,5000.0
620,2007,6330.0,11330.0
620,2008,25770.0,37100.0
620,2009,12256.0,49356.0
620,2013,9058.0,58414.0
620,2015,9756.0,68170.0
620,2016,10806.0,78976.0
620,2018,11538.0,90514.0
620,2019,14584.0,105098.0
620,2020,13814.0,118912.0
620,2021,22406.0,141318.0
620,2022,18493.0,159811.0
620,2023,18315.0,178126.0
624,2005,2600.0,2600.0
624,2007,3288.0,5888.0
626,2006,1440.0,1440.0
626,2007,8251.0,9691.0
626,2008,6000.0,15691.0
626,2009,4663.0,20354.0
626,2014,970.0,21324.0
626,2015,1670.0,22994.0
626,2017,2708.0,25702.0
626,2018,2261.0,27963.0
626,2019,2470.0,30433.0
626,2022,3163.0,33596.0
626,2023,3680.0,37276.0
628,2005,1500.0,1500.0
628,2006,2000.0,3500.0
628,2007,6000.0,9500.0
628,2008,15608.0,25108.0
628,2009,15940.0,41048.0
628,2010,23970.0,65018.0
628,2011,11798.0,76816.0
628,2012,10946.0,87762.0
628,2013,24065.0,111827.0
628,2014,57672.0,169499.0
628,2015,17738.0,187237.0
628,2016,115540.0,302777.0
628,2017,62980.0,365757.0
628,2018,54737.0,420494.0
628,2019,54435.0,474929.0
628,2020,45785.0,520714.0
628,2021,31252.0,551966.0
631,2005,2680.0,2680.0
633,2005,18375.0,18375.0
633,2006,19510.0,37885.0
633,2007,31000.0,68885.0
633,2008,19080.0,87965.0
633,2009,25950.0,113915.0
633,2010,48193.0,162108.0
634,2005,7000.0,7000.0
634,2006,16100.0,23100.0
634,2007,10000.0,33100.0
634,2008,10465.0,43565.0
634,2009,23947.0,67512.0
634,2012,1001.0,68513.0
634,2013,4950.0,73463.0
634,2014,10085.0,83548.0
634,2016,10177.0,93725.0
634,2019,22165.0,115890.0
634,2020,20003.0,135893.0
634,2021,17788.0,153681.0
634,2022,16145.0,169826.0
634,2023,15969.0,185795.0
635,2005,6000.0,6000.0
636,2005,3988.0,3988.0
636,2006,10929.0,14917.0
636,2007,8160.0,23077.0
636,2008,44857.0,67934.0
636,2009,42796.0,110730.0
636,2010,44414.0,155144.0
636,2012,15370.0,170514.0
636,2013,29561.0,200075.0
636,2014,30623.0,230698.0
636,2015,14861.0,245559.0
636,2017,23589.0,269148.0
636,2018,14423.0,283571.0
636,2019,16569.0,300140.0
636,2020,15691.0,315831.0
637,2008,1067.0,1067.0
637,2014,1250.0,2317.0
638,2006,2000.0,2000.0
638,2007,17000.0,19000.0
639,2002,20200.0,20200.0
640,2005,100000.0,100000.0
640,2006,101767.0,201767.0
640,2007,27000.0,228767.0
641,2005,4400.0,4400.0
641,2006,1250.0,5650.0
641,2007,3356.0,9006.0
641,2008,8948.0,17954.0
641,2009,9750.0,27704.0
641,2011,7000.0,34704.0
642,2005,3500.0,3500.0
643,2005,40000.0,40000.0
643,2007,14000.0,54000.0
644,2005,20000.0,20000.0
645,2005,4000.0,4000.0
646,2005,1.0,1.0
646,2006,3490.0,3491.0
648,2005,3000.0,3000.0
648,2007,5500.0,8500.0
648,2008,5870.0,14370.0
648,2009,1000.0,15370.0
648,2010,4000.0,19370.0
648,2011,4295.0,23665.0
648,2012,5000.0,28665.0
648,2013,5031.0,33696.0
648,2014,6586.0,40282.0
648,2015,36296.0,76578.0
648,2016,12133.0,88711.0
648,2017,11016.0,99727.0
648,2018,13416.0,113143.0
648,2019,11320.0,124463.0
648,2020,5143.0,129606.0
648,2021,6064.0,135670.0
648,2022,10187.0,145857.0
648,2023,20983.0,166840.0
650,2009,2100.0,2100.0
650,2010,8350.0,10450.0
650,2013,9600.0,20050.0
650,2014,19882.0,39932.0
650,2015,18111.0,58043.0
650,2016,5153.0,63196.0
650,2017,13419.0,76615.0
652,2005,468000.0,468000.0
654,2005,2791.0,2791.0
656,2006,13500.0,13500.0
657,2006,93880.0,93880.0
657,2007,89191.0,183071.0
657,2008,184150.0,367221.0
657,2009,106000.0,473221.0
658,2005,4000.0,4000.0
658,2006,6275.0,10275.0
658,2007,20.0,10295.0
658,2008,24003.0,34298.0
658,2010,21563.0,55861.0
659,2005,5000.0,5000.0
659,2006,2100.0,7100.0
659,2008,5820.0,12920.0
659,2009,5000.0,17920.0
659,2011,13240.0,31160.0
659,2012,5780.0,36940.0
659,2014,5461.0,42401.0
659,2016,15915.0,58316.0
659,2018,16687.0,75003.0
659,2019,7696.0,82699.0
659,2020,8229.0,90928.0
659,2021,8147.0,99075.0
659,2022,7489.0,106564.0
659,2023,8156.0,114720.0
659,2024,8052.0,122772.0
660,2005,10949.0,10949.0
661,2005,17220.0,17220.0
661,2008,3900.0,21120.0
661,2010,3900.0,25020.0
662,2005,13379.0,13379.0
662,2006,400.0,13779.0
662,2007,3067.0,16846.0
662,2008,2677.0,19523.0
663,2005,1860.0,1860.0
663,2006,2977.0,4837.0
663,2007,22175.0,27012.0
664,2005,1807.0,1807.0
664,2006,12316.0,14123.0
664,2007,380.0,14503.0
665,2006,3409.0,3409.0
666,2006,1.0,1.0
667,2005,18794.0,18794.0
668,2008,1970.0,1970.0
668,2009,1690.0,3660.0
668,2010,5541.0,9201.0
668,2011,4100.0,13301.0
668,2012,5200.0,18501.0
668,2013,8257.0,26758.0
668,2014,8357.0,35115.0
668,2015,16053.0,51168.0
668,2016,16438.0,67606.0
668,2017,16299.0,83905.0
668,2018,15973.0,99878.0
668,2019,16599.0,116477.0
668,2020,15135.0,131612.0
668,2021,7526.0,139138.0
668,2022,8112.0,147250.0
668,2023,7914.0,155164.0
671,2006,8750.0,8750.0
671,2007,21663.0,30413.0
671,2008,10000.0,40413.0
671,2009,20524.0,60937.0
671,2010,19453.0,80390.0
671,2011,18355.0,98745.0
671,2012,19331.0,118076.0
671,2013,19867.0,137943.0
671,2014,23834.0,161777.0
671,2015,28519.0,190296.0
671,2016,24165.0,214461.0
671,2017,37359.0,251820.0
671,2018,43301.0,295121.0
671,2019,47112.0,342233.0
671,2020,1130562.0,1472795.0
671,2021,40711.0,1513506.0
671,2022,26022.0,1539528.0
671,2023,12567.0,1552095.0
672,2005,6901.0,6901.0
674,2005,350.0,350.0
675,2007,300.0,300.0
677,2007,1630.0,1630.0
678,2005,2800.0,2800.0
678,2006,3000.0,5800.0
678,2007,11925.0,17725.0
678,2008,8063.0,25788.0
678,2009,6335.0,32123.0
678,2010,14185.0,46308.0
678,2012,2200.0,48508.0
679,2006,2306.0,2306.0
680,2003,94600.0,94600.0
680,2004,94600.0,189200.0
680,2005,117485.0,306685.0
680,2006,54500.0,361185.0
680,2007,11298.0,372483.0
680,2008,2500.0,374983.0
680,2009,4000.0,378983.0
680,2011,376665.0,755648.0
682,2006,2250.0,2250.0
682,2007,17790.0,20040.0
682,2008,10903.0,30943.0
682,2009,6347.0,37290.0
682,2010,9001.0,46291.0
682,2011,9078.0,55369.0
682,2012,15286.0,70655.0
682,2013,7917.0,78572.0
682,2014,3772.0,82344.0
682,2015,4434.0,86778.0
682,2016,10633.0,97411.0
682,2017,7705.0,105116.0
682,2018,9380.0,114496.0
682,2019,10819.0,125315.0
683,2006,1000.0,1000.0
684,2008,1942.0,1942.0
684,2010,4320.0,6262.0
686,2006,19923.0,19923.0
686,2007,44924.0,64847.0
686,2008,18000.0,82847.0
686,2009,4000.0,86847.0
686,2010,5000.0,91847.0
686,2011,8000.0,99847.0
686,2012,9000.0,108847.0
686,2013,11326.0,120173.0
686,2014,21709.0,141882.0
686,2015,22921.0,164803.0
686,2016,76393.0,241196.0
686,2017,27425.0,268621.0
686,2018,18980.0,287601.0
686,2019,20715.0,308316.0
686,2020,43333.0,351649.0
686,2021,42645.0,394294.0
686,2022,30387.0,424681.0
686,2023,28606.0,453287.0
687,2006,6003.0,6003.0
687,2007,5081.0,11084.0
687,2008,4822.0,15906.0
689,2006,4000.0,4000.0
691,2006,20000.0,20000.0
691,2008,20.0,20020.0
691,2009,650.0,20670.0
692,2006,8004.0,8004.0
696,2008,5000.0,5000.0
697,2006,20100.0,20100.0
697,2007,5500.0,25600.0
697,2008,15092.0,40692.0
697,2009,8883.0,49575.0
697,2010,5000.0,54575.0
697,2011,6520.0,61095.0
697,2012,3100.0,64195.0
697,2013,10426.0,74621.0
697,2014,15821.0,90442.0
697,2015,22877.0,113319.0
697,2016,17153.0,130472.0
697,2017,40652.0,171124.0
697,2018,37134.0,208258.0
697,2019,28723.0,236981.0
697,2020,18659.0,255640.0
697,2021,21655.0,277295.0
697,2022,21649.0,298944.0
697,2023,39637.0,338581.0
697,2024,23906.0,362487.0
698,2007,1500.0,1500.0
700,2006,5000.0,5000.0
700,2008,6500.0,11500.0
701,2006,5000.0,5000.0
701,2007,5000.0,10000.0
701,2008,15000.0,25000.0
701,2009,10000.0,35000.0
701,2010,7000.0,42000.0
702,2005,10000.0,10000.0
702,2006,10000.0,20000.0
702,2008,1650.0,21650.0
702,2014,6618.0,28268.0
702,2015,5043.0,33311.0
702,2016,4400.0,37711.0
702,2018,5969.0,43680.0
703,2006,4000.0,4000.0
703,2008,3600.0,7600.0
703,2009,11479.0,19079.0
703,2010,19900.0,38979.0
703,2011,19350.0,58329.0
703,2012,7800.0,66129.0
703,2013,12590.0,78719.0
704,2007,261330.0,261330.0
704,2008,433741.0,695071.0
704,2009,12370.0,707441.0
704,2010,13145.0,720586.0
704,2011,12690.0,733276.0
704,2012,11690.0,744966.0
704,2013,11355.0,756321.0
704,2014,17451.0,773772.0
704,2015,16780.0,790552.0
704,2016,16874.0,807426.0
704,2017,38998.0,846424.0
704,2018,18258.0,864682.0
704,2019,25161.0,889843.0
704,2020,16283.0,906126.0
704,2021,19850.0,925976.0
704,2022,19223.0,945199.0
704,2023,18144.0,963343.0
704,2024,17817.0,981160.0
705,2007,8000.0,8000.0
705,2008,2500.0,10500.0
706,2007,16860.0,16860.0
707,2006,2700.0,2700.0
707,2007,3600.0,6300.0
707,2008,3700.0,10000.0
707,2009,3360.0,13360.0
707,2010,4100.0,17460.0
707,2011,1980.0,19440.0
707,2012,67925.0,87365.0
707,2013,57212.0,144577.0
707,2014,93016.0,237593.0
707,2015,684000.0,921593.0
707,2016,324000.0,1245593.0
707,2017,5661.0,1251254.0
707,2018,5553.0,1256807.0
707,2019,3673.0,1260480.0
707,2020,5319.0,1265799.0
707,2021,5502.0,1271301.0
709,2006,14000.0,14000.0
709,2008,19000.0,33000.0
710,2006,2040.0,2040.0
710,2007,300.0,2340.0
713,2006,192640.0,192640.0
713,2007,16908.0,209548.0
714,2007,9517.0,9517.0
715,2006,16365.0,16365.0
715,2007,1500.0,17865.0
716,2006,18956.0,18956.0
716,2007,19850.0,38806.0
716,2008,15400.0,54206.0
716,2009,9890.0,64096.0
716,2010,22466.0,86562.0
